('Net Interest Income', '-211,000', '-215,000', '89,000', '76,000', '-2,733,000')
         527744 function calls (508845 primitive calls) in 1.498 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      186    0.000    0.000    0.386    0.002 client.py:604(_safe_read)
        1    0.000    0.000    0.023    0.023 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.000    0.000 client.py:805(_get_content_length)
        1    0.000    0.000    0.000    0.000 client.py:837(__init__)
        1    0.000    0.000    0.000    0.000 client.py:883(_get_hostport)
        1    0.000    0.000    0.000    0.000 client.py:960(send)
        5    0.000    0.000    0.000    0.000 client.py:998(_output)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.031    0.031 compat.py:9(<module>)
        2    0.000    0.000    0.025    0.012 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:100(_set_socket_options)
        1    0.000    0.000    0.000    0.000 connection.py:108(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        3    0.000    0.000    0.000    0.000 connection.py:132(host)
        1    0.000    0.000    0.000    0.000 connection.py:151(host)
        1    0.000    0.000    0.056    0.056 connection.py:161(_new_conn)
        1    0.000    0.000    0.000    0.000 connection.py:192(_is_using_tunnel)
        1    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        4    0.000    0.000    0.000    0.000 connection.py:221(putheader)
        8    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:231(request)
        2    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:281(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:323(set_cert)
        1    0.000    0.000    0.122    0.122 connection.py:356(connect)
        1    0.000    0.000    0.056    0.056 connection.py:37(create_connection)
        1    0.000    0.000    0.001    0.001 connection.py:531(_match_hostname)
        1    0.000    0.000    0.000    0.000 connection.py:557(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:76(HTTPConnection)
        1    0.000    0.000    0.028    0.028 connectionpool.py:1(<module>)
        1    0.000    0.000    0.122    0.122 connectionpool.py:1032(_validate_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1093(_normalize_host)
        1    0.000    0.000    0.000    0.000 connectionpool.py:169(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:244(_get_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:283(_put_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:314(_validate_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:324(_get_timeout)
        1    0.000    0.000    0.774    0.774 connectionpool.py:361(_make_request)
        1    0.000    0.000    0.775    0.775 connectionpool.py:522(urlopen)
        1    0.000    0.000    0.000    0.000 connectionpool.py:61(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:75(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:895(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:912(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:961(_prepare_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:996(_new_conn)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
       99    0.000    0.000    0.000    0.000 constant.py:342(<lambda>)
        3    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        3    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        3    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_domain)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1064(set_ok_port)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1216(vals_sorted_by_key)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1220(deepvalues)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1238(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1240(CookieJar)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1255(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:128(offset_from_tz_string)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1284(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1291(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1350(add_cookie_header)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1383(_normalized_cookie_tuples)
        2    0.000    0.000    0.000    0.000 cookiejar.py:142(_str2time)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1480(_cookie_from_cookie_tuple)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1572(_cookies_from_attrs_set)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1581(_process_rfc2109_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1593(make_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1661(set_cookie)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1674(extract_cookies)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1728(clear_expired_cookies)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1747(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1768(LoadError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1770(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1856(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
        2    0.000    0.000    0.000    0.000 cookiejar.py:224(http2time)
        1    0.000    0.000    0.006    0.006 cookiejar.py:26(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:340(split_header_words)
        7    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
        2    0.000    0.000    0.000    0.000 cookiejar.py:451(strip_quotes)
        2    0.000    0.000    0.000    0.000 cookiejar.py:458(parse_ns_headers)
        6    0.000    0.000    0.000    0.000 cookiejar.py:527(is_HDN)
        2    0.000    0.000    0.000    0.000 cookiejar.py:542(domain_match)
        4    0.000    0.000    0.000    0.000 cookiejar.py:612(request_host)
        2    0.000    0.000    0.000    0.000 cookiejar.py:628(eff_request_host)
        2    0.000    0.000    0.000    0.000 cookiejar.py:639(request_path)
        4    0.000    0.000    0.000    0.000 cookiejar.py:669(escape_path)
        2    0.000    0.000    0.000    0.000 cookiejar.py:683(reach)
        2    0.000    0.000    0.000    0.000 cookiejar.py:718(is_third_party)
        2    0.000    0.000    0.000    0.000 cookiejar.py:72(_timegm)
        1    0.000    0.000    0.000    0.000 cookiejar.py:735(Cookie)
        2    0.000    0.000    0.000    0.000 cookiejar.py:753(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:833(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:866(DefaultCookiePolicy)
        4    0.000    0.000    0.000    0.000 cookiejar.py:876(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:916(is_blocked)
        2    0.000    0.000    0.000    0.000 cookiejar.py:931(is_not_allowed)
        2    0.000    0.000    0.000    0.000 cookiejar.py:939(set_ok)
        2    0.000    0.000    0.000    0.000 cookiejar.py:958(set_ok_version)
        2    0.000    0.000    0.000    0.000 cookiejar.py:973(set_ok_verifiability)
        2    0.000    0.000    0.000    0.000 cookiejar.py:985(set_ok_name)
        2    0.000    0.000    0.000    0.000 cookiejar.py:994(set_ok_path)
        1    0.000    0.000    0.000    0.000 cookies.py:10(<module>)
        2    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        4    0.000    0.000    0.000    0.000 cookies.py:111(info)
        2    0.000    0.000    0.001    0.000 cookies.py:118(extract_cookies_to_jar)
        1    0.000    0.000    0.002    0.002 cookies.py:127(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
        1    0.000    0.000    0.000    0.000 cookies.py:144(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cookies.py:165(CookieConflictError)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        2    0.000    0.000    0.000    0.000 cookies.py:343(set_cookie)
        2    0.000    0.000    0.000    0.000 cookies.py:348(update)
        3    0.000    0.000    0.000    0.000 cookies.py:37(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:45(get_host)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        2    0.000    0.000    0.000    0.000 cookies.py:48(get_origin_req_host)
        3    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
        6    0.000    0.000    0.000    0.000 cookies.py:51(get_full_url)
        3    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        2    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        1    0.000    0.000    0.000    0.000 cookies.py:597(SimpleCookie)
        2    0.000    0.000    0.000    0.000 cookies.py:65(is_unverifiable)
        1    0.000    0.000    0.000    0.000 cookies.py:81(get_new_headers)
        2    0.000    0.000    0.000    0.000 cookies.py:84(unverifiable)
        2    0.000    0.000    0.000    0.000 cookies.py:88(origin_req_host)
        1    0.000    0.000    0.000    0.000 cookies.py:97(MockResponse)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        2    0.000    0.000    0.000    0.000 copy.py:66(copy)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.001    0.001 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:12(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:17(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:17(where)
        1    0.000    0.000    0.000    0.000 core.py:22(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:27(InvalidCodepointContext)
        1    0.000    0.000    0.002    0.002 core.py:8(<module>)
        1    0.000    0.000    0.007    0.007 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 css_match.py:58(_FakeParent)
        1    0.000    0.000    0.001    0.001 css_match.py:78(_DocumentNav)
        1    0.000    0.000    0.064    0.064 css_parser.py:1(<module>)
       52    0.000    0.000    0.003    0.000 css_parser.py:1113(<listcomp>)
      325    0.001    0.000    0.004    0.000 css_parser.py:1115(selector_iter)
       14    0.000    0.000    0.014    0.001 css_parser.py:1156(process_selectors)
      308    0.000    0.000    0.001    0.000 css_parser.py:250(css_unescape)
        1    0.000    0.000    0.000    0.000 css_parser.py:305(SelectorPattern)
       15    0.000    0.000    0.032    0.002 css_parser.py:308(__init__)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
     2251    0.001    0.000    0.002    0.000 css_parser.py:319(match)
        1    0.000    0.000    0.000    0.000 css_parser.py:325(SpecialPseudoPattern)
        1    0.000    0.000    0.017    0.017 css_parser.py:328(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:341(get_name)
      273    0.000    0.000    0.000    0.000 css_parser.py:346(match)
        1    0.000    0.000    0.000    0.000 css_parser.py:362(_Selector)
      136    0.000    0.000    0.000    0.000 css_parser.py:371(__init__)
  136/131    0.000    0.000    0.001    0.000 css_parser.py:387(_freeze_relations)
  136/131    0.000    0.000    0.003    0.000 css_parser.py:397(freeze)
        1    0.000    0.000    0.034    0.034 css_parser.py:431(CSSParser)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
       77    0.000    0.000    0.005    0.000 css_parser.py:474(parse_attribute_selector)
       69    0.000    0.000    0.001    0.000 css_parser.py:544(parse_tag_pattern)
    42/30    0.000    0.000    0.010    0.000 css_parser.py:581(parse_pseudo_class)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
    38/29    0.000    0.000    0.010    0.000 css_parser.py:741(parse_pseudo_open)
       84    0.000    0.000    0.000    0.000 css_parser.py:812(parse_combinator)
    52/14    0.001    0.000    0.014    0.001 css_parser.py:925(parse_selectors)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
      136    0.000    0.000    0.002    0.000 css_types.py:203(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 css_types.py:243(SelectorTag)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:257(SelectorAttribute)
       77    0.000    0.000    0.001    0.000 css_types.py:267(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:284(SelectorContains)
        1    0.000    0.000    0.000    0.000 css_types.py:298(SelectorNth)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
      189    0.000    0.000    0.001    0.000 css_types.py:360(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
      472    0.002    0.000    0.003    0.000 css_types.py:40(__init__)
      462    0.000    0.000    0.000    0.000 css_types.py:72(__hash__)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.028    0.028 dammit.py:2310(EntitySubstitution)
        1    0.003    0.003    0.027    0.027 dammit.py:2313(_populate_class_variables)
      190    0.000    0.000    0.000    0.000 dammit.py:2377(<genexpr>)
       61    0.000    0.000    0.000    0.000 dammit.py:2409(<listcomp>)
        1    0.000    0.000    0.000    0.000 dammit.py:2560(EncodingDetector)
        1    0.000    0.000    0.000    0.000 dammit.py:2765(UnicodeDammit)
        1    0.000    0.000    0.031    0.031 dammit.py:8(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 element.py:101(CharsetMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 element.py:1033(PreformattedString)
        1    0.000    0.000    0.000    0.000 element.py:1060(CData)
        1    0.000    0.000    0.000    0.000 element.py:1065(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:1071(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:1076(Comment)
        1    0.000    0.000    0.000    0.000 element.py:108(__new__)
        1    0.000    0.000    0.000    0.000 element.py:1082(Declaration)
        1    0.000    0.000    0.000    0.000 element.py:1088(Doctype)
        1    0.000    0.000    0.000    0.000 element.py:1117(Stylesheet)
        1    0.000    0.000    0.000    0.000 element.py:1126(Script)
        1    0.000    0.000    0.000    0.000 element.py:1135(TemplateString)
        1    0.000    0.000    0.000    0.000 element.py:1144(Tag)
     1269    0.004    0.000    0.012    0.000 element.py:1152(__init__)
        1    0.000    0.000    0.000    0.000 element.py:122(ContentMetaAttributeValue)
     1268    0.001    0.000    0.001    0.000 element.py:1284(is_empty_element)
        1    0.000    0.000    0.000    0.000 element.py:1302(string)
       10    0.000    0.000    0.000    0.000 element.py:1330(_all_strings)
     1359    0.000    0.000    0.001    0.000 element.py:1456(get)
     3019    0.000    0.000    0.000    0.000 element.py:1499(__bool__)
        1    0.000    0.000    0.000    0.000 element.py:1503(__setitem__)
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
        2    0.000    0.000    0.000    0.000 element.py:1518(__getattr__)
       79    0.000    0.000    0.000    0.000 element.py:1536(__eq__)
     2137    0.002    0.000    0.002    0.000 element.py:158(setup)
       24    0.000    0.000    0.002    0.000 element.py:1822(find)
       26    0.000    0.000    0.014    0.001 element.py:1847(find_all)
     2241    0.000    0.000    0.000    0.000 element.py:1882(descendants)
        1    0.000    0.000    0.000    0.000 element.py:1975(SoupStrainer)
       26    0.000    0.000    0.000    0.000 element.py:1985(__init__)
        1    0.000    0.000    0.098    0.098 element.py:2(<module>)
     1466    0.001    0.000    0.002    0.000 element.py:2023(_normalize_search_value)
     1289    0.002    0.000    0.009    0.000 element.py:2060(search_tag)
     2200    0.002    0.000    0.012    0.000 element.py:2123(search)
     1412    0.002    0.000    0.005    0.000 element.py:2156(_matches)
        1    0.000    0.000    0.000    0.000 element.py:2239(ResultSet)
       26    0.000    0.000    0.000    0.000 element.py:2242(__init__)
        5    0.000    0.000    0.000    0.000 element.py:275(get_text)
        5    0.000    0.000    0.000    0.000 element.py:294(<listcomp>)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
       30    0.000    0.000    0.000    0.000 element.py:389(_last_descendant)
        1    0.000    0.000    0.000    0.000 element.py:75(NamespacedAttribute)
       26    0.001    0.000    0.014    0.001 element.py:780(_find_all)
        1    0.000    0.000    0.000    0.000 element.py:917(NavigableString)
      434    0.000    0.000    0.002    0.000 element.py:932(__new__)
        1    0.000    0.000    0.000    0.000 element.py:98(AttributeValueWithCharsetSubstitution)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:130(__prepare__)
       13    0.001    0.000    0.003    0.000 enum.py:140(__new__)
       13    0.000    0.000    0.000    0.000 enum.py:157(<dictcomp>)
      165    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
       13    0.000    0.000    0.000    0.000 enum.py:182(<setcomp>)
       41    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
      198    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
      591    0.000    0.000    0.003    0.000 enum.py:289(__call__)
      198    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
       13    0.000    0.000    0.000    0.000 enum.py:340(__getattr__)
       13    0.000    0.000    0.000    0.000 enum.py:365(__members__)
      255    0.000    0.000    0.000    0.000 enum.py:381(__setattr__)
       10    0.000    0.000    0.002    0.000 enum.py:394(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
       36    0.000    0.000    0.000    0.000 enum.py:447(_get_mixins_)
       36    0.000    0.000    0.000    0.000 enum.py:458(_find_data_type)
       13    0.000    0.000    0.000    0.000 enum.py:479(_find_new_)
      581    0.000    0.000    0.001    0.000 enum.py:531(__new__)
      170    0.000    0.000    0.000    0.000 enum.py:628(name)
      197    0.000    0.000    0.000    0.000 enum.py:633(value)
       10    0.000    0.000    0.003    0.000 enum.py:638(_convert)
       13    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       10    0.000    0.000    0.001    0.000 enum.py:659(<listcomp>)
       98    0.000    0.000    0.000    0.000 enum.py:664(<lambda>)
      198    0.000    0.000    0.001    0.000 enum.py:71(__setitem__)
       12    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
       12    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
       97    0.000    0.000    0.001    0.000 enum.py:835(__or__)
      189    0.000    0.000    0.001    0.000 enum.py:841(__and__)
       42    0.000    0.000    0.000    0.000 enum.py:860(_high_bit)
       12    0.000    0.000    0.000    0.000 enum.py:877(_decompose)
       12    0.000    0.000    0.000    0.000 enum.py:895(<listcomp>)
       34    0.000    0.000    0.000    0.000 enum.py:906(<lambda>)
       50    0.000    0.000    0.000    0.000 enum.py:912(_power_of_two)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.028    0.028 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:102(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:106(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(FileModeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:132(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:185(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:191(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:203(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:209(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:215(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:221(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:230(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:236(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:263(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 exceptions.py:280(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 exceptions.py:306(ProxySchemeUnsupported)
        1    0.000    0.000    0.000    0.000 exceptions.py:312(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:320(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:54(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:63(ConnectTimeout)
