('Net Interest Income', '-211,000', '-215,000', '89,000', '76,000', '-2,733,000')
         527744 function calls (508845 primitive calls) in 1.498 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 response.py:94(is_response_to_head)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:301(<listcomp>)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
        1    0.000    0.000    0.000    0.000 retry.py:448(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 retry.py:468(is_retry)
        1    0.000    0.000    0.000    0.000 retry.py:91(Retry)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 sessions.py:144(resolve_redirects)
        1    0.000    0.000    0.000    0.000 sessions.py:324(Session)
        1    0.000    0.000    0.000    0.000 sessions.py:349(__init__)
        1    0.000    0.000    0.001    0.001 sessions.py:417(prepare_request)
        1    0.000    0.000    1.201    1.201 sessions.py:457(request)
        7    0.000    0.000    0.000    0.000 sessions.py:50(merge_setting)
        1    0.000    0.000    1.201    1.201 sessions.py:533(get)
        1    0.000    0.000    1.164    1.164 sessions.py:613(send)
        1    0.000    0.000    0.000    0.000 sessions.py:667(<listcomp>)
        1    0.000    0.000    0.036    0.036 sessions.py:691(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 sessions.py:720(get_adapter)
        2    0.000    0.000    0.000    0.000 sessions.py:739(mount)
        3    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 sessions.py:745(<listcomp>)
        1    0.000    0.000    0.000    0.000 sessions.py:81(merge_hooks)
        1    0.000    0.000    0.001    0.001 sessions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:96(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.003    0.003 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
       11    0.000    0.000    0.000    0.000 six.py:1015(ensure_text)
        1    0.000    0.000    0.000    0.000 six.py:107(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
        4    0.000    0.000    0.026    0.006 six.py:117(_resolve)
        1    0.000    0.000    0.025    0.025 six.py:120(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:127(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        1    0.000    0.000    0.000    0.000 six.py:141(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:165(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:174(__init__)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:182(_get_module)
       24    0.000    0.000    0.025    0.001 six.py:190(find_spec)
        8    0.000    0.000    0.000    0.000 six.py:195(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
        4    0.000    0.000    0.025    0.006 six.py:215(is_package)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        4    0.000    0.000    0.000    0.000 six.py:236(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:243(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:352(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:399(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:422(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:501(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        7    0.000    0.000    0.026    0.004 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
        5    0.000    0.000    0.001    0.000 six.py:95(__get__)
        1    0.000    0.000    0.000    0.000 six.py:954(add_metaclass)
        1    0.000    0.000    0.000    0.000 six.py:957(wrapper)
        5    0.000    0.000    0.000    0.000 six.py:992(ensure_str)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        3    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:221(makefile)
        1    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.000    0.000 socket.py:422(detach)
        1    0.000    0.000    0.000    0.000 socket.py:432(family)
        1    0.000    0.000    0.000    0.000 socket.py:438(type)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 socket.py:563(__init__)
      775    0.001    0.000    1.035    0.001 socket.py:575(readinto)
      776    0.000    0.000    0.000    0.000 socket.py:614(readable)
        1    0.000    0.000    0.000    0.000 socket.py:652(close)
        1    0.000    0.000    0.001    0.001 socket.py:735(getaddrinfo)
      216    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      217    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      218    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      219    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        6    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.000    0.000 socks.py:40(<module>)
      877    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      877    0.006    0.000    0.010    0.000 sre_compile.py:276(_optimize_charset)
      266    0.000    0.000    0.002    0.000 sre_compile.py:411(_mk_bitmap)
      266    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
       11    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      983    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
       51    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      335    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  211/175    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      124    0.001    0.000    0.002    0.000 sre_compile.py:492(_get_charset_prefix)
      189    0.001    0.000    0.007    0.000 sre_compile.py:536(_compile_info)
      378    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      189    0.000    0.000    0.037    0.000 sre_compile.py:598(_code)
      221    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 3927/189    0.012    0.000    0.030    0.000 sre_compile.py:71(_compile)
      189    0.001    0.000    0.105    0.001 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     4604    0.002    0.000    0.002    0.000 sre_parse.py:111(__init__)
     9405    0.002    0.000    0.003    0.000 sre_parse.py:160(__len__)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
    22983    0.007    0.000    0.009    0.000 sre_parse.py:164(__getitem__)
     1341    0.001    0.000    0.001    0.000 sre_parse.py:168(__setitem__)
     5804    0.002    0.000    0.002    0.000 sre_parse.py:172(append)
 3922/357    0.005    0.000    0.008    0.000 sre_parse.py:174(getwidth)
      189    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    21911    0.007    0.000    0.007    0.000 sre_parse.py:233(__next)
    10355    0.003    0.000    0.005    0.000 sre_parse.py:249(match)
    14748    0.004    0.000    0.009    0.000 sre_parse.py:254(get)
      412    0.000    0.000    0.001    0.000 sre_parse.py:258(getwhile)
       70    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     4072    0.001    0.000    0.002    0.000 sre_parse.py:286(tell)
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
     1063    0.001    0.000    0.002    0.000 sre_parse.py:295(_class_escape)
      793    0.001    0.000    0.001    0.000 sre_parse.py:343(_escape)
      875    0.001    0.000    0.001    0.000 sre_parse.py:408(_uniq)
 1199/190    0.004    0.000    0.065    0.000 sre_parse.py:411(_parse_sub)
 3199/198    0.022    0.000    0.065    0.000 sre_parse.py:469(_parse)
      190    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      711    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        8    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
      163    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      189    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
      189    0.001    0.000    0.067    0.000 sre_parse.py:913(parse)
      163    0.000    0.000    0.006    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 ssl.py:1023(sendall)
      775    0.001    0.000    1.033    0.001 ssl.py:1060(recv_into)
        1    0.000    0.000    0.058    0.058 ssl.py:1132(do_handshake)
        1    0.000    0.000    0.000    0.000 ssl.py:1202(version)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:383(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.001    0.001 ssl.py:398(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:402(_encode_hostname)
        1    0.000    0.000    0.058    0.058 ssl.py:410(wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:460(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 ssl.py:512(options)
        1    0.000    0.000    0.000    0.000 ssl.py:516(options)
        2    0.000    0.000    0.000    0.000 ssl.py:549(verify_mode)
        2    0.000    0.000    0.000    0.000 ssl.py:557(verify_mode)
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:801(SSLSocket)
        1    0.000    0.000    0.058    0.058 ssl.py:813(_create)
     1553    0.000    0.000    0.000    0.000 ssl.py:908(_checkClosed)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:912(_check_connected)
      775    0.001    0.000    1.032    0.001 ssl.py:920(read)
        1    0.000    0.000    0.000    0.000 ssl.py:950(getpeercert)
        1    0.000    0.000    0.000    0.000 ssl.py:996(send)
        1    0.000    0.000    0.018    0.018 ssl_.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl_.py:211(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 ssl_.py:234(resolve_ssl_version)
        1    0.000    0.000    0.001    0.001 ssl_.py:250(create_urllib3_context)
        1    0.000    0.000    0.000    0.000 ssl_.py:325(disable_check_hostname)
        1    0.000    0.000    0.065    0.065 ssl_.py:355(ssl_wrap_socket)
        2    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
        1    0.000    0.000    0.058    0.058 ssl_.py:481(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:21(CertificateError)
        4    0.000    0.000    0.000    0.000 ssl_match_hostname.py:25(_dnsname_match)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:79(_to_unicode)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:98(match_hostname)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        1    0.000    0.000    0.000    0.000 status_codes.py:107(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:114(doc)
      189    0.000    0.000    0.000    0.000 status_codes.py:115(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 status_codes.py:21(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        7    0.000    0.000    0.000    0.000 structures.py:42(__init__)
       29    0.000    0.000    0.000    0.000 structures.py:48(__setitem__)
       14    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
        5    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
       14    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 structures.py:62(__len__)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        2    0.000    0.000    0.000    0.000 structures.py:82(copy)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.004    0.004 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        4    0.000    0.000    0.000    0.000 threading.py:216(__init__)
       13    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       13    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
       13    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
       13    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        9    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
       12    0.000    0.000    0.000    0.000 timeout.py:119(_validate_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:165(from_float)
        2    0.000    0.000    0.000    0.000 timeout.py:181(clone)
        1    0.000    0.000    0.000    0.000 timeout.py:195(start_connect)
        1    0.000    0.000    0.000    0.000 timeout.py:20(Timeout)
        3    0.000    0.000    0.000    0.000 timeout.py:220(connect_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:238(read_timeout)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
      367    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 typing.py:1100(_ProtocolMeta)
      170    0.000    0.000    0.001    0.000 typing.py:113(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:1168(_Protocol)
        2    0.000    0.000    0.000    0.000 typing.py:1180(__class_getitem__)
       38    0.000    0.000    0.001    0.000 typing.py:1202(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1288(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1297(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1306(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1315(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1324(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1333(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1364(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1366(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1395(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1490(IO)
        1    0.000    0.000    0.000    0.000 typing.py:1586(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1600(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1630(io)
        1    0.000    0.000    0.000    0.000 typing.py:1645(re)
      142    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
       37    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
       34    0.000    0.000    0.001    0.000 typing.py:180(_subs_tvars)
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
       36    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
       30    0.000    0.000    0.000    0.000 typing.py:212(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
  606/589    0.000    0.000    0.004    0.000 typing.py:248(inner)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
       84    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
      168    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
    47/30    0.000    0.000    0.002    0.000 typing.py:340(__getitem__)
       91    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
       16    0.000    0.000    0.000    0.000 typing.py:445(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
       20    0.000    0.000    0.000    0.000 typing.py:481(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        9    0.000    0.000    0.000    0.000 typing.py:535(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:547(<genexpr>)
      989    0.000    0.000    0.001    0.000 typing.py:595(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:599(_GenericAlias)
      136    0.000    0.000    0.002    0.000 typing.py:608(__init__)
      350    0.000    0.000    0.000    0.000 typing.py:618(<genexpr>)
       34    0.000    0.000    0.001    0.000 typing.py:626(__getitem__)
       74    0.000    0.000    0.000    0.000 typing.py:634(<genexpr>)
       62    0.000    0.000    0.001    0.000 typing.py:638(copy_with)
       87    0.000    0.000    0.000    0.000 typing.py:660(__eq__)
  613/583    0.000    0.000    0.000    0.000 typing.py:669(__hash__)
        6    0.000    0.000    0.000    0.000 typing.py:685(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing.py:691(<genexpr>)
      989    0.001    0.000    0.002    0.000 typing.py:709(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:745(_VariadicGenericAlias)
       52    0.000    0.000    0.001    0.000 typing.py:749(__getitem__)
       28    0.000    0.000    0.001    0.000 typing.py:765(__getitem_inner__)
       43    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        4    0.000    0.000    0.000    0.000 typing.py:824(__class_getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:832(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:835(<genexpr>)
       13    0.000    0.000    0.000    0.000 typing.py:849(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:887(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:894(_TypingEllipsis)
        2    0.000    0.000    0.000    0.000 typing.py:898(cast)
        1    0.000    0.000    0.017    0.017 url.py:1(<module>)
        5    0.000    0.000    0.000    0.000 url.py:210(_encode_invalid_chars)
        3    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        4    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
        3    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
        9    0.000    0.000    0.000    0.000 url.py:302(_idna_encode)
        9    0.000    0.000    0.000    0.000 url.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:320(_encode_target)
        3    0.000    0.000    0.000    0.000 url.py:330(parse_url)
       18    0.000    0.000    0.000    0.000 url.py:413(ensure_type)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        3    0.000    0.000    0.000    0.000 url.py:91(__new__)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       22    0.000    0.000    0.000    0.000 util.py:15(lower)
        1    0.000    0.000    0.000    0.000 util.py:26(SelectorSyntaxError)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:1010(check_header_validity)
        1    0.000    0.000    0.001    0.001 utils.py:179(get_netrc_auth)
        3    0.000    0.000    0.000    0.000 utils.py:186(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:244(extract_zipped_paths)
        7    0.000    0.000    0.000    0.000 utils.py:322(to_key_val_list)
        1    0.000    0.000    0.000    0.000 utils.py:490(_parse_content_type_header)
        1    0.000    0.000    0.012    0.012 utils.py:5(<module>)
       27    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 utils.py:515(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 utils.py:558(iter_slices)
        1    0.000    0.000    0.000    0.000 utils.py:609(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 utils.py:633(requote_uri)
        2    0.000    0.000    0.000    0.000 utils.py:716(set_environ)
        1    0.000    0.000    0.035    0.035 utils.py:738(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 utils.py:746(<lambda>)
        1    0.000    0.000    0.036    0.036 utils.py:799(get_environ_proxies)
        2    0.000    0.000    0.000    0.000 utils.py:811(select_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:864(default_user_agent)
        1    0.000    0.000    0.000    0.000 utils.py:873(default_headers)
        1    0.000    0.000    0.005    0.005 utils.py:9(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:989(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:14(NoWayToWaitForSocketError)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 zipfile.py:1104(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1182(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1942(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:38(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:604(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:627(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:727(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:765(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:785(ZipExtFile)
      708    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x10b5f6d50}
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
